Datetime,DestIP,Packet loss %,RTT min,RTT avg,RTT max,RTT mdev
2011-11-24 18:22:00,90.147.67.252,0,305.213,310.613,335.999,7.697
2011-11-26 10:52:00,137.189.27.61,0,2.292,3.088,3.950,0.413
2011-11-26 10:52:00,64.57.17.162,0,209.169,209.529,210.208,0.601
2011-11-26 10:52:00,206.12.24.110,0,235.804,258.971,283.216,15.160
2011-11-26 10:52:00,193.48.99.79,0,291.203,291.525,292.237,0.447
2011-11-26 10:52:00,130.246.179.197,0,291.056,291.972,294.262,1.193
2011-11-26 10:52:00,90.147.67.252,0,304.248,304.999,307.205,0.888
2011-11-13 12:22:00,137.189.27.61,0,2.327,3.281,3.975,0.522
2011-11-13 12:22:00,64.57.17.162,0,209.117,209.429,210.229,0.443
2011-11-13 12:22:00,206.12.24.110,0,248.199,248.978,252.150,0.998
2011-11-13 12:22:00,193.48.99.79,0,291.204,291.690,293.280,0.881
2011-11-13 12:22:00,130.246.179.197,0,291.229,291.767,293.279,0.677
2011-11-13 12:22:00,90.147.67.252,0,304.246,305.481,310.254,1.350
2011-11-25 14:52:00,137.189.27.61,12,3.236,7.955,41.707,10.095
2011-11-25 14:52:00,64.57.17.162,0,209.751,210.824,214.912,1.248
2011-11-25 14:52:00,206.12.24.110,0,202.722,204.819,229.017,6.271
2011-11-25 14:52:00,193.48.99.79,0,291.496,292.661,294.273,0.764
2011-11-25 14:52:00,130.246.179.197,0,291.540,299.664,360.558,19.724
2011-11-25 14:52:00,90.147.67.252,0,304.691,305.981,308.380,0.982
2011-11-15 05:52:00,137.189.27.61,0,1.975,2.611,2.981,0.351
2011-11-15 05:52:00,64.57.17.162,0,208.383,209.267,209.996,0.363
2011-11-15 05:52:00,206.12.24.110,0,247.694,252.953,273.216,8.096
2011-11-15 05:52:00,193.48.99.79,0,291.422,292.143,292.757,0.586
2011-11-15 05:52:00,130.246.179.197,0,291.140,291.597,292.292,0.628
2011-11-15 05:52:00,90.147.67.252,0,305.222,305.585,306.311,0.433
2011-11-23 19:22:00,137.189.27.61,0,2.710,7.332,63.994,14.638
2011-11-23 19:22:00,64.57.17.162,0,209.200,210.128,210.715,0.590
2011-11-23 19:22:00,206.12.24.110,0,202.108,202.659,203.248,0.685
2011-11-23 19:22:00,193.48.99.79,0,293.218,293.894,295.145,0.946
2011-11-23 19:22:00,130.246.179.197,0,293.238,294.025,297.521,1.070
2011-11-23 19:22:00,90.147.67.252,0,306.295,307.399,308.449,0.655
2011-11-18 00:52:00,137.189.27.61,0,2.786,3.246,4.918,0.535
2011-11-18 00:52:00,64.57.17.162,0,209.150,209.670,210.276,0.665
2011-11-18 00:52:00,206.12.24.110,0,563.572,610.512,643.616,24.311
2011-11-18 00:52:00,193.48.99.79,0,291.229,291.969,293.260,0.666
2011-11-18 00:52:00,130.246.179.197,0,291.260,292.041,296.293,1.282
2011-11-18 00:52:00,90.147.67.252,0,306.311,307.276,308.231,0.723
2011-11-14 04:22:00,137.189.27.61,0,1.994,2.711,3.012,0.348
2011-11-14 04:22:00,64.57.17.162,0,208.398,209.696,213.174,1.113
2011-11-14 04:22:00,206.12.24.110,0,248.194,248.990,251.240,0.978
2011-11-14 04:22:00,193.48.99.79,0,291.170,291.517,294.941,1.044
2011-11-14 04:22:00,130.246.179.197,0,290.493,291.230,291.654,0.558
2011-11-14 04:22:00,90.147.67.252,0,304.207,304.440,305.235,0.374
2011-11-24 00:22:00,137.189.27.61,0,2.600,3.277,4.006,0.422
2011-11-24 00:22:00,64.57.17.162,0,209.192,209.826,210.251,0.670
2011-11-24 00:22:00,206.12.24.110,0,201.714,202.410,203.184,0.575
2011-11-24 00:22:00,193.48.99.79,0,293.209,293.524,294.236,0.672
2011-11-24 00:22:00,130.246.179.197,0,293.222,293.459,294.255,0.535
2011-11-24 00:22:00,90.147.67.252,0,306.255,307.208,308.236,0.671
2011-11-26 20:52:00,137.189.27.61,0,2.894,3.354,3.983,0.417
2011-11-26 20:52:00,64.57.17.162,0,208.623,209.804,210.219,0.640
2011-11-26 20:52:00,206.12.24.110,0,201.177,202.412,204.140,0.773
2011-11-26 20:52:00,193.48.99.79,0,291.211,291.935,293.262,0.642
2011-11-26 20:52:00,130.246.179.197,0,291.199,291.728,292.286,0.700
2011-11-26 20:52:00,90.147.67.252,0,304.352,305.516,306.305,0.797
2011-11-17 02:22:00,137.189.27.61,0,2.090,2.961,3.961,0.485
2011-11-17 02:22:00,64.57.17.162,0,209.161,209.400,210.205,0.575
2011-11-17 02:22:00,206.12.24.110,0,251.233,296.886,335.078,26.964
2011-11-17 02:22:00,193.48.99.79,0,291.243,291.513,292.073,0.451
2011-11-17 02:22:00,130.246.179.197,0,291.167,291.320,291.987,0.711
2011-11-17 02:22:00,90.147.67.252,0,304.213,305.229,311.187,1.852
2011-11-28 16:22:00,137.189.27.61,0,3.450,5.151,20.878,4.099
2011-11-28 16:22:00,64.57.17.162,0,209.526,210.146,211.038,0.723
2011-11-28 16:22:00,206.12.24.110,0,216.190,249.536,276.225,16.340
2011-11-28 16:22:00,193.48.99.79,0,292.028,293.582,298.028,1.624
2011-11-28 16:22:00,130.246.179.197,0,291.408,292.208,293.489,0.751
2011-11-28 16:22:00,90.147.67.252,0,305.236,306.253,307.797,0.789
2011-11-12 22:52:00,137.189.27.61,0,2.762,3.493,6.134,0.769
2011-11-12 22:52:00,64.57.17.162,0,209.135,209.523,210.203,0.745
2011-11-12 22:52:00,206.12.24.110,0,248.167,248.714,249.879,0.704
2011-11-12 22:52:00,193.48.99.79,0,291.244,291.746,292.299,0.785
2011-11-12 22:52:00,130.246.179.197,0,291.169,291.466,292.246,0.463
2011-11-12 22:52:00,90.147.67.252,0,304.283,305.202,306.847,0.876
2011-11-14 15:22:00,137.189.27.61,0,2.727,4.817,13.749,2.457
2011-11-14 15:22:00,64.57.17.162,0,209.970,213.025,221.413,2.638
2011-11-14 15:22:00,206.12.24.110,0,258.824,300.408,350.787,25.846
2011-11-14 15:22:00,193.48.99.79,0,292.898,294.475,297.006,1.413
2011-11-14 15:22:00,130.246.179.197,6,292.664,296.283,335.946,10.609
2011-11-14 15:22:00,90.147.67.252,0,305.783,307.143,309.338,1.135
2011-11-25 16:22:00,137.189.27.61,0,3.482,7.329,15.908,3.748
2011-11-25 16:22:00,64.57.17.162,0,209.783,213.350,236.707,6.272
2011-11-25 16:22:00,206.12.24.110,0,202.478,203.459,206.026,1.069
2011-11-25 16:22:00,193.48.99.79,0,292.129,294.272,297.440,1.747
2011-11-25 16:22:00,130.246.179.197,0,291.993,294.915,309.690,4.204
2011-11-25 16:22:00,90.147.67.252,25,306.045,307.235,309.741,1.276
2011-11-29 10:22:00,137.189.27.61,0,2.748,3.810,4.051,0.384
2011-11-29 10:22:00,64.57.17.162,0,209.140,209.843,210.286,0.730
2011-11-29 10:22:00,206.12.24.110,0,482.856,600.507,697.683,64.450
2011-11-29 10:22:00,193.48.99.79,6,291.302,294.839,302.684,3.857
2011-11-29 10:22:00,130.246.179.197,6,291.317,294.551,300.240,3.077
2011-11-29 10:22:00,90.147.67.252,0,304.308,305.817,308.273,0.962
2011-11-17 22:52:00,137.189.27.61,0,2.512,5.658,39.003,8.626
2011-11-17 22:52:00,64.57.17.162,0,209.175,209.891,210.242,0.672
2011-11-17 22:52:00,206.12.24.110,0,292.277,311.232,331.311,10.306
2011-11-17 22:52:00,193.48.99.79,0,292.062,292.904,297.210,1.347
2011-11-17 22:52:00,130.246.179.197,0,291.210,291.565,293.104,0.753
2011-11-17 22:52:00,90.147.67.252,0,307.248,313.164,335.274,7.612
2011-11-29 15:22:00,137.189.27.61,0,3.043,3.715,4.434,0.444
2011-11-29 15:22:00,64.57.17.162,0,209.400,210.392,211.442,0.719
2011-11-29 15:22:00,206.12.24.110,0,201.975,204.454,208.916,2.013
2011-11-29 15:22:00,193.48.99.79,0,292.619,293.947,296.205,1.148
2011-11-29 15:22:00,130.246.179.197,0,291.411,294.039,317.358,6.048
2011-11-29 15:22:00,90.147.67.252,0,305.977,306.964,309.993,1.121
2011-11-19 18:22:00,137.189.27.61,0,2.779,7.384,66.994,15.398
2011-11-19 18:22:00,64.57.17.162,0,209.152,209.919,210.259,0.657
2011-11-19 18:22:00,206.12.24.110,0,209.332,263.506,292.745,21.884
2011-11-19 18:22:00,193.48.99.79,0,289.802,290.499,291.331,0.850
2011-11-19 18:22:00,130.246.179.197,0,289.184,290.097,290.889,0.764
2011-11-19 18:22:00,90.147.67.252,0,303.235,304.102,305.391,0.949
2011-11-28 20:52:00,137.189.27.61,0,2.459,3.481,4.459,0.558
2011-11-28 20:52:00,64.57.17.162,0,209.166,209.699,210.198,0.631
2011-11-28 20:52:00,206.12.24.110,0,201.770,202.769,207.123,1.399
2011-11-28 20:52:00,193.48.99.79,0,291.335,292.384,293.208,0.691
2011-11-28 20:52:00,130.246.179.197,0,291.286,292.137,293.811,0.941
2011-11-28 20:52:00,90.147.67.252,0,305.160,306.391,308.135,1.217
2011-11-15 21:52:00,137.189.27.61,0,3.011,3.513,4.271,0.485
2011-11-15 21:52:00,64.57.17.162,0,209.181,210.002,210.901,0.735
2011-11-15 21:52:00,206.12.24.110,0,248.205,319.445,541.974,122.430
2011-11-15 21:52:00,193.48.99.79,0,292.209,292.888,293.548,0.589
2011-11-15 21:52:00,130.246.179.197,0,292.219,292.650,293.270,0.588
2011-11-15 21:52:00,90.147.67.252,0,307.304,335.222,381.369,18.645
2011-11-23 06:22:00,137.189.27.61,0,1.983,2.751,2.994,0.354
2011-11-23 06:22:00,64.57.17.162,0,208.324,209.315,210.171,0.707
2011-11-23 06:22:00,193.48.99.79,0,289.218,289.456,289.919,0.687
2011-11-23 06:22:00,130.246.179.197,0,288.471,289.509,292.666,0.988
2011-11-23 06:22:00,90.147.67.252,0,302.191,303.116,306.282,1.371
2011-11-28 22:52:00,137.189.27.61,0,2.929,3.541,4.024,0.448
2011-11-28 22:52:00,64.57.17.162,0,209.209,209.869,210.500,0.597
2011-11-28 22:52:00,206.12.24.110,0,201.226,202.042,203.114,0.474
2011-11-28 22:52:00,193.48.99.79,0,291.325,292.236,293.845,0.890
2011-11-28 22:52:00,130.246.179.197,0,291.211,291.944,294.270,0.789
2011-11-28 22:52:00,90.147.67.252,0,336.312,369.455,393.342,18.449
2011-11-16 12:22:00,137.189.27.61,0,2.861,4.102,7.134,0.937
2011-11-16 12:22:00,64.57.17.162,0,209.487,210.482,211.468,0.844
2011-11-16 12:22:00,206.12.24.110,0,249.247,252.118,266.598,4.483
2011-11-16 12:22:00,193.48.99.79,0,291.253,292.398,293.209,0.767
2011-11-16 12:22:00,130.246.179.197,0,291.338,292.192,292.843,0.732
2011-11-16 12:22:00,90.147.67.252,0,305.266,306.275,307.615,0.797
2011-11-13 16:22:00,137.189.27.61,0,2.382,3.454,4.010,0.455
2011-11-13 16:22:00,64.57.17.162,0,209.217,209.853,210.630,0.592
2011-11-13 16:22:00,206.12.24.110,0,248.247,259.748,280.292,11.795
2011-11-13 16:22:00,193.48.99.79,0,291.251,292.138,292.818,0.430
2011-11-13 16:22:00,130.246.179.197,0,291.215,291.842,292.285,0.524
2011-11-13 16:22:00,90.147.67.252,0,305.261,305.802,306.342,0.726
2011-11-29 02:52:00,137.189.27.61,0,2.172,2.917,3.899,0.378
2011-11-29 02:52:00,64.57.17.162,0,208.193,209.040,210.116,0.708
2011-11-29 02:52:00,206.12.24.110,0,201.171,204.673,211.357,3.568
2011-11-29 02:52:00,193.48.99.79,0,291.195,291.419,292.213,0.711
2011-11-29 02:52:00,130.246.179.197,0,291.231,294.482,298.282,2.791
2011-11-29 02:52:00,90.147.67.252,0,304.249,305.388,310.298,1.599
2011-11-22 02:52:00,137.189.27.61,0,1.951,3.051,3.986,0.439
2011-11-22 02:52:00,64.57.17.162,0,209.142,209.458,210.853,0.792
2011-11-22 02:52:00,206.12.24.110,0,203.179,211.409,216.756,4.438
2011-11-22 02:52:00,193.48.99.79,0,289.241,289.755,290.267,0.553
2011-11-22 02:52:00,130.246.179.197,0,289.198,289.384,290.677,0.748
2011-11-22 02:52:00,90.147.67.252,0,302.243,302.981,303.871,0.823
2011-11-24 02:52:00,137.189.27.61,0,2.173,3.010,4.060,0.448
2011-11-24 02:52:00,64.57.17.162,0,209.184,210.318,213.167,1.387
2011-11-24 02:52:00,206.12.24.110,6,209.013,618.440,1058.444,207.664
2011-11-24 02:52:00,193.48.99.79,0,293.135,293.291,293.696,0.726
2011-11-24 02:52:00,130.246.179.197,0,292.233,293.098,294.021,0.698
2011-11-24 02:52:00,90.147.67.252,0,306.254,307.196,308.788,0.914
2011-11-22 01:52:00,137.189.27.61,0,2.527,5.332,33.942,7.529
2011-11-22 01:52:00,64.57.17.162,0,209.144,209.602,210.175,0.580
2011-11-22 01:52:00,206.12.24.110,0,201.170,202.489,204.148,1.032
2011-11-22 01:52:00,193.48.99.79,0,289.210,289.549,290.246,0.831
2011-11-22 01:52:00,130.246.179.197,0,289.161,289.603,290.424,0.563
2011-11-22 01:52:00,90.147.67.252,0,302.310,305.154,310.303,2.363
2011-11-26 04:52:00,137.189.27.61,0,2.151,13.141,167.983,39.980
2011-11-26 04:52:00,64.57.17.162,0,208.502,209.252,210.159,0.503
2011-11-26 04:52:00,206.12.24.110,0,201.150,201.854,203.145,0.654
2011-11-26 04:52:00,193.48.99.79,0,291.233,291.460,293.264,0.578
2011-11-26 04:52:00,130.246.179.197,0,290.480,291.346,292.106,0.699
2011-11-26 04:52:00,90.147.67.252,6,304.263,305.290,308.569,1.104
2011-11-13 17:52:00,137.189.27.61,0,2.945,3.526,4.089,0.467
2011-11-13 17:52:00,64.57.17.162,0,209.028,209.794,210.285,0.689
2011-11-13 17:52:00,206.12.24.110,0,248.250,252.149,270.231,5.244
2011-11-13 17:52:00,193.48.99.79,6,291.238,292.349,293.246,0.904
2011-11-13 17:52:00,130.246.179.197,0,291.229,291.678,292.268,0.851
2011-11-13 17:52:00,90.147.67.252,0,304.891,305.598,307.267,0.675
2011-11-23 11:52:00,137.189.27.61,0,2.336,3.535,4.184,0.543
2011-11-23 11:52:00,64.57.17.162,0,209.657,210.091,210.352,0.394
2011-11-23 11:52:00,206.12.24.110,0,202.358,216.386,246.492,14.604
2011-11-23 11:52:00,193.48.99.79,0,290.243,292.115,295.307,1.522
2011-11-23 11:52:00,130.246.179.197,0,289.392,290.843,295.387,1.287
2011-11-23 11:52:00,90.147.67.252,0,303.192,305.162,322.488,4.582
2011-11-22 00:22:00,137.189.27.61,0,2.959,3.467,4.022,0.433
2011-11-22 00:22:00,64.57.17.162,0,209.137,209.935,210.491,0.558
2011-11-22 00:22:00,206.12.24.110,0,202.185,204.072,208.176,2.013
2011-11-22 00:22:00,193.48.99.79,6,289.299,290.101,291.215,0.726
2011-11-22 00:22:00,130.246.179.197,0,289.201,289.894,290.823,0.638
2011-11-22 00:22:00,90.147.67.252,0,303.213,304.256,310.490,1.814
2011-11-16 23:22:00,137.189.27.61,0,2.411,3.497,4.026,0.511
2011-11-16 23:22:00,64.57.17.162,18,210.288,213.122,215.915,1.705
2011-11-16 23:22:00,206.12.24.110,0,248.279,248.977,249.266,0.739
2011-11-16 23:22:00,193.48.99.79,6,291.286,292.177,293.273,0.822
2011-11-16 23:22:00,130.246.179.197,0,291.201,291.674,292.368,0.458
2011-11-16 23:22:00,90.147.67.252,0,305.229,305.713,307.393,0.838
2011-11-17 17:22:00,137.189.27.61,6,3.135,4.879,20.698,4.238
2011-11-17 17:22:00,64.57.17.162,0,211.274,214.624,218.569,2.268
2011-11-17 17:22:00,206.12.24.110,0,285.607,314.351,339.247,17.275
2011-11-17 17:22:00,193.48.99.79,0,292.339,293.241,295.158,0.763
2011-11-17 17:22:00,130.246.179.197,0,291.514,293.478,297.574,1.684
2011-11-17 17:22:00,90.147.67.252,0,305.178,307.680,319.147,3.475
2011-11-26 07:22:00,137.189.27.61,0,1.977,10.733,132.950,31.558
2011-11-26 07:22:00,64.57.17.162,0,208.294,209.155,210.074,0.797
2011-11-26 07:22:00,206.12.24.110,0,201.099,201.539,202.752,0.725
2011-11-26 07:22:00,193.48.99.79,0,290.482,291.297,292.914,0.630
2011-11-26 07:22:00,130.246.179.197,0,290.220,290.999,292.098,0.857
2011-11-26 07:22:00,90.147.67.252,0,303.673,304.590,307.416,0.855
2011-11-29 07:22:00,137.189.27.61,0,1.980,2.645,3.006,0.403
2011-11-29 07:22:00,64.57.17.162,0,208.143,208.427,209.159,0.730
2011-11-29 07:22:00,206.12.24.110,0,200.473,201.199,201.815,0.665
2011-11-29 07:22:00,193.48.99.79,0,291.235,291.376,292.240,0.688
2011-11-29 07:22:00,130.246.179.197,0,290.155,291.562,295.679,1.279
2011-11-29 07:22:00,90.147.67.252,0,304.248,304.882,306.242,0.906
2011-11-15 06:22:00,137.189.27.61,0,1.952,2.565,3.025,0.427
2011-11-15 06:22:00,64.57.17.162,0,208.273,209.257,211.050,0.940
2011-11-15 06:22:00,206.12.24.110,0,248.090,251.397,277.898,7.228
2011-11-15 06:22:00,193.48.99.79,0,291.416,292.271,293.118,0.716
2011-11-15 06:22:00,130.246.179.197,0,291.218,291.718,292.524,0.614
2011-11-15 06:22:00,90.147.67.252,0,305.243,305.484,307.145,0.720
2011-11-19 06:22:00,137.189.27.61,0,1.970,2.522,2.994,0.425
2011-11-19 06:22:00,64.57.17.162,0,208.329,209.295,210.159,0.624
2011-11-19 06:22:00,206.12.24.110,0,201.203,218.923,273.845,18.559
2011-11-19 06:22:00,193.48.99.79,0,289.202,289.458,290.270,0.403
2011-11-19 06:22:00,130.246.179.197,0,289.194,289.925,296.244,1.813
2011-11-19 06:22:00,90.147.67.252,0,302.207,303.012,305.288,0.846
2011-11-27 17:52:00,137.189.27.61,0,2.617,3.546,4.600,0.610
2011-11-27 17:52:00,64.57.17.162,0,209.163,209.968,211.660,0.678
2011-11-27 17:52:00,206.12.24.110,0,201.259,202.295,203.434,0.763
2011-11-27 17:52:00,193.48.99.79,0,291.328,292.292,293.158,0.551
2011-11-27 17:52:00,130.246.179.197,0,291.216,291.797,293.297,0.868
2011-11-27 17:52:00,90.147.67.252,0,304.311,305.361,306.273,0.464
2011-11-25 15:52:00,137.189.27.61,0,3.119,7.180,17.067,3.879
2011-11-25 15:52:00,64.57.17.162,0,209.482,210.677,212.962,0.854
2011-11-25 15:52:00,206.12.24.110,0,202.420,203.508,205.496,1.070
2011-11-25 15:52:00,193.48.99.79,0,292.543,296.645,304.988,3.108
2011-11-25 15:52:00,130.246.179.197,0,292.158,297.949,309.439,5.709
2011-11-25 15:52:00,90.147.67.252,0,304.860,308.921,312.779,2.747
2011-11-21 17:22:00,137.189.27.61,0,3.090,6.332,38.917,8.439
2011-11-21 17:22:00,64.57.17.162,0,210.169,214.426,259.237,11.634
2011-11-21 17:22:00,206.12.24.110,0,253.018,274.303,295.430,11.239
2011-11-21 17:22:00,193.48.99.79,0,289.248,290.993,293.418,1.287
2011-11-21 17:22:00,130.246.179.197,0,289.751,291.077,293.548,1.199
2011-11-21 17:22:00,90.147.67.252,0,304.397,305.406,306.541,0.576
2011-11-25 07:22:00,137.189.27.61,0,1.606,2.632,2.999,0.462
2011-11-25 07:22:00,64.57.17.162,0,208.332,209.103,210.056,0.622
2011-11-25 07:22:00,206.12.24.110,0,201.022,201.538,203.176,0.663
2011-11-25 07:22:00,193.48.99.79,0,290.634,291.685,296.886,1.472
2011-11-25 07:22:00,130.246.179.197,0,290.212,291.127,293.241,0.899
2011-11-25 07:22:00,90.147.67.252,0,303.891,304.645,306.269,0.959
2011-11-28 17:22:00,137.189.27.61,0,2.917,8.335,21.586,4.868
2011-11-28 17:22:00,64.57.17.162,0,209.758,211.527,215.956,1.625
2011-11-28 17:22:00,206.12.24.110,0,201.476,206.893,231.271,8.925
