ProductName,OrderPrice,OrderDate,City
"Chang",161.499999,1998-03-10,"Bergamo"
"Chang",541.499999,1997-08-14,"Stuttgart"
"Chang",190.000000,1998-01-13,"Cowes"
"Chang",608.000000,1996-09-05,"Cork"
"Chang",1425.000000,1998-04-17,"Boise"
"Chang",607.999998,1996-07-17,"Graz"
"Chang",152.000000,1998-05-05,"Graz"
"Aniseed Syrup",140.000000,1997-07-07,"?rhus"
"Aniseed Syrup",490.000000,1998-01-23,"Brandenburg"
"Aniseed Syrup",180.000000,1997-12-03,"Graz"
"Aniseed Syrup",300.000000,1998-01-28,"Lule?"
"Aniseed Syrup",144.000000,1997-03-25,"I. de Margarita"
"Aniseed Syrup",200.000000,1997-11-14,"Tsawassen"
"Aniseed Syrup",600.000000,1997-05-19,"Cunewalde"
"Aniseed Syrup",400.000000,1997-01-06,"I. de Margarita"
"Aniseed Syrup",240.000000,1996-08-26,"London"
"Aniseed Syrup",40.000000,1998-05-06,"Albuquerque"
"Aniseed Syrup",250.000000,1998-04-13,"Graz"
"Aniseed Syrup",60.000000,1997-10-13,"Berlin"
"Chef Anton's Cajun Seasoning",285.120000,1996-10-23,"Lisboa"
"Chef Anton's Cajun Seasoning",176.000000,1996-10-28,"Montr?al"
"Chef Anton's Cajun Seasoning",550.000000,1997-11-03,"London"
"Chef Anton's Cajun Seasoning",237.600000,1997-09-02,"Lule?"
"Chef Anton's Cajun Seasoning",462.000000,1998-01-22,"Charleroi"
"Chef Anton's Cajun Seasoning",989.999999,1997-05-05,"Cunewalde"
"Chef Anton's Cajun Seasoning",225.279999,1997-03-04,"Lisboa"
"Chef Anton's Cajun Seasoning",422.400000,1996-10-10,"Madrid"
"Chef Anton's Cajun Seasoning",934.999993,1997-04-18,"Marseille"
"Chef Anton's Cajun Seasoning",351.999999,1997-07-22,"S?o Paulo"
"Chef Anton's Cajun Seasoning",616.000000,1996-11-01,"Seattle"
"Chef Anton's Cajun Seasoning",22.000000,1998-05-06,"Albuquerque"
"Chef Anton's Cajun Seasoning",550.000000,1997-08-19,"Oulu"
"Chef Anton's Cajun Seasoning",352.000000,1996-09-19,"Cork"
"Chef Anton's Cajun Seasoning",412.500000,1998-04-06,"Albuquerque"
"Chef Anton's Cajun Seasoning",132.000000,1997-10-14,"S?o Paulo"
"Chef Anton's Cajun Seasoning",1044.999999,1997-05-12,"Br?cke"
"Chef Anton's Cajun Seasoning",495.000000,1998-02-26,"S?o Paulo"
"Chef Anton's Cajun Seasoning",110.000000,1998-03-16,"Bergamo"
"Chef Anton's Cajun Seasoning",198.000000,1997-08-18,"Bergamo"
"Chef Anton's Gumbo Mix",163.199999,1996-07-22,"Albuquerque"
"Chef Anton's Gumbo Mix",85.400000,1997-10-17,"Portland"
"Chef Anton's Gumbo Mix",427.000000,1998-03-18,"Buenos Aires"
"Chef Anton's Gumbo Mix",288.225000,1997-08-18,"Bergamo"
"Chef Anton's Gumbo Mix",544.000000,1996-12-13,"Graz"
"Chef Anton's Gumbo Mix",340.000000,1996-08-27,"S?o Paulo"
"Chef Anton's Gumbo Mix",1494.500000,1998-04-17,"Boise"
"Chef Anton's Gumbo Mix",640.500000,1998-01-23,"London"
"Chef Anton's Gumbo Mix",883.999997,1996-07-17,"Graz"
"Chef Anton's Gumbo Mix",480.375000,1998-04-24,"London"
"Grandma's Boysenberry Spread",375.000000,1998-05-06,"Marseille"
"Grandma's Boysenberry Spread",600.000000,1996-09-19,"Cork"
"Grandma's Boysenberry Spread",1187.499999,1998-02-05,"Marseille"
"Grandma's Boysenberry Spread",24.500000,1998-05-06,"Albuquerque"
"Grandma's Boysenberry Spread",150.000000,1998-01-13,"S?o Paulo"
"Grandma's Boysenberry Spread",120.000000,1996-10-09,"Brandenburg"
"Grandma's Boysenberry Spread",750.000000,1997-11-07,"Campinas"
"Grandma's Boysenberry Spread",1750.000000,1997-08-01,"Montr?al"
"Grandma's Boysenberry Spread",300.000000,1998-03-13,"Tsawassen"
"Grandma's Boysenberry Spread",500.000000,1998-03-09,"Frankfurt a.M."
"Grandma's Boysenberry Spread",380.000000,1998-03-16,"Berlin"
"Grandma's Boysenberry Spread",1000.000000,1998-03-31,"Rio de Janeiro"
"Uncle Bob's Organic Dried Pears",427.500000,1998-05-05,"Barquisimeto"
"Uncle Bob's Organic Dried Pears",1350.000000,1998-03-19,"Cunewalde"
"Uncle Bob's Organic Dried Pears",2700.000000,1997-10-06,"Cunewalde"
"Uncle Bob's Organic Dried Pears",191.999999,1996-12-17,"Lander"
"Uncle Bob's Organic Dried Pears",1800.000000,1998-03-31,"Albuquerque"
"Uncle Bob's Organic Dried Pears",300.000000,1997-07-07,"?rhus"
"Uncle Bob's Organic Dried Pears",360.000000,1996-07-22,"Albuquerque"
"Uncle Bob's Organic Dried Pears",539.999999,1998-01-15,"K?ln"
"Uncle Bob's Organic Dried Pears",1274.999991,1997-04-18,"Marseille"
"Uncle Bob's Organic Dried Pears",120.000000,1998-04-14,"London"
"Uncle Bob's Organic Dried Pears",600.000000,1998-04-09,"Reggio Emilia"
"Uncle Bob's Organic Dried Pears",360.000000,1998-02-26,"Stavern"
"Uncle Bob's Organic Dried Pears",240.000000,1998-03-11,"Marseille"
"Uncle Bob's Organic Dried Pears",720.000000,1997-03-11,"London"
"Uncle Bob's Organic Dried Pears",1050.000000,1997-12-05,"K?ln"
"Uncle Bob's Organic Dried Pears",1050.000000,1997-08-15,"Lille"
"Uncle Bob's Organic Dried Pears",150.000000,1998-01-29,"Versailles"
"Uncle Bob's Organic Dried Pears",76.499999,1997-12-22,"Campinas"
"Uncle Bob's Organic Dried Pears",1200.000000,1998-04-28,"London"
"Uncle Bob's Organic Dried Pears",1800.000000,1998-03-31,"London"
"Uncle Bob's Organic Dried Pears",1350.000000,1997-07-22,"Boise"
"Uncle Bob's Organic Dried Pears",600.000000,1998-03-27,"Tsawassen"
"Uncle Bob's Organic Dried Pears",1800.000000,1998-04-06,"Br?cke"
"Uncle Bob's Organic Dried Pears",180.000000,1998-03-18,"Buenos Aires"
"Uncle Bob's Organic Dried Pears",28.500000,1998-05-06,"Albuquerque"
"Uncle Bob's Organic Dried Pears",569.999999,1998-02-26,"Reggio Emilia"
"Uncle Bob's Organic Dried Pears",364.800000,1997-02-27,"Lyon"
"Uncle Bob's Organic Dried Pears",540.000000,1998-03-26,"Graz"
"Uncle Bob's Organic Dried Pears",300.000000,1997-05-23,"Lyon"
"Northwoods Cranberry Sauce",339.999998,1997-04-18,"Marseille"
"Northwoods Cranberry Sauce",1600.000000,1997-10-17,"Campinas"
"Northwoods Cranberry Sauce",679.999995,1998-03-26,"Bruxelles"
"Northwoods Cranberry Sauce",1200.000000,1998-04-08,"Lisboa"
"Northwoods Cranberry Sauce",1200.000000,1998-02-18,"Brandenburg"
"Northwoods Cranberry Sauce",1680.000000,1996-11-01,"Seattle"
"Northwoods Cranberry Sauce",959.999996,1997-12-19,"S?o Paulo"
"Northwoods Cranberry Sauce",960.000000,1997-04-30,"Frankfurt a.M."
"Northwoods Cranberry Sauce",72.000000,1998-05-06,"Albuquerque"
"Northwoods Cranberry Sauce",2240.000000,1996-11-04,"Cunewalde"
"Northwoods Cranberry Sauce",400.000000,1997-10-07,"Helsinki"
"Northwoods Cranberry Sauce",800.000000,1998-01-13,"Cowes"
"Northwoods Cranberry Sauce",640.000000,1998-03-25,"Tsawassen"
"Mishi Kobe Niku",1396.799998,1997-01-21,"Resende"
"Mishi Kobe Niku",582.000000,1997-10-06,"Seattle"
"Mishi Kobe Niku",291.000000,1998-01-23,"London"
"Mishi Kobe Niku",1319.199991,1997-04-23,"Cunewalde"
"Mishi Kobe Niku",3637.500000,1997-09-30,"Cork"
"Ikura",557.999999,1998-03-04,"Lule?"
"Ikura",502.199999,1997-10-01,"?rhus"
"Ikura",155.000000,1997-06-13,"Barcelona"
"Ikura",62.000000,1997-05-01,"Lule?"
"Ikura",310.000000,1998-02-06,"Sevilla"
"Ikura",465.000000,1998-01-12,"Marseille"
"Ikura",620.000000,1997-09-29,"Campinas"
"Ikura",31.000000,1998-05-06,"Albuquerque"
"Ikura",347.200000,1997-02-18,"Strasbourg"
"Ikura",372.000000,1996-08-08,"M?xico D.F."
"Ikura",310.000000,1997-12-18,"Caracas"
"Ikura",2170.000000,1998-02-13,"Rio de Janeiro"
"Ikura",775.000000,1998-03-12,"?rhus"
"Ikura",565.439999,1996-08-05,"Cunewalde"
"Ikura",418.500000,1997-08-27,"Cork"
"Ikura",471.200000,1997-04-28,"Bern"
"Ikura",396.799999,1997-02-19,"Lyon"
"Ikura",632.399996,1998-04-14,"K?ln"
"Ikura",496.000000,1997-10-30,"Montr?al"
"Ikura",595.199998,1996-11-19,"Barquisimeto"
"Ikura",930.000000,1998-03-13,"Tsawassen"
"Ikura",2634.999981,1998-01-27,"Graz"
"Ikura",186.000000,1997-12-12,"Butte"
"Ikura",2170.000000,1997-07-28,"Boise"
"Ikura",496.000000,1998-01-20,"Charleroi"
"Ikura",1116.000000,1997-12-30,"London"
"Ikura",558.000000,1997-10-22,"Boise"
"Ikura",396.800000,1996-12-20,"Tsawassen"
"Ikura",62.000000,1997-09-22,"M?xico D.F."
"Ikura",651.000000,1997-10-23,"Marseille"
"Ikura",632.399996,1997-09-10,"Lisboa"
"Ikura",310.000000,1997-07-24,"Nantes"
"Ikura",471.200000,1997-03-18,"Lyon"
"Queso Cabrales",504.000000,1997-01-07,"K?ln"
"Queso Cabrales",210.000000,1997-08-19,"S?o Paulo"
"Queso Cabrales",168.000000,1997-03-06,"S?o Paulo"
"Queso Cabrales",236.250000,1997-12-09,"Rio de Janeiro"
"Queso Cabrales",944.999999,1997-12-26,"London"
"Queso Cabrales",315.000000,1997-10-09,"Graz"
"Queso Cabrales",210.000000,1998-02-04,"London"
"Queso Cabrales",161.279999,1996-11-13,"Salzburg"
"Queso Cabrales",299.250000,1997-06-17,"Montr?al"
"Queso Cabrales",201.600000,1996-09-03,"Barquisimeto"
"Queso Cabrales",63.000000,1997-05-06,"Eugene"
"Queso Cabrales",944.999999,1997-05-13,"M?xico D.F."
"Queso Cabrales",168.000000,1996-07-04,"Helsinki"
"Queso Cabrales",525.000000,1998-01-30,"Frankfurt a.M."
"Queso Cabrales",84.000000,1997-03-26,"San Crist?bal"
"Queso Cabrales",671.999997,1996-10-11,"Br?cke"
"Queso Cabrales",403.200000,1996-11-27,"M?xico D.F."
"Queso Cabrales",189.000000,1997-03-28,"Salzburg"
"Queso Cabrales",315.000000,1997-05-30,"Oulu"
"Queso Cabrales",420.000000,1997-12-25,"Aachen"
"Queso Cabrales",100.800000,1997-02-03,"Br?cke"
"Queso Cabrales",378.000000,1998-01-09,"Barquisimeto"
"Queso Cabrales",630.000000,1998-03-30,"Buenos Aires"
"Queso Cabrales",105.000000,1997-11-03,"London"
"Queso Cabrales",299.250000,1997-05-20,"Brandenburg"
"Queso Cabrales",624.749996,1997-06-12,"Strasbourg"
"Queso Cabrales",80.640000,1997-02-12,"Reggio Emilia"
"Queso Cabrales",315.000000,1998-03-31,"Rio de Janeiro"
"Queso Cabrales",294.000000,1997-07-29,"Mannheim"
"Queso Cabrales",210.000000,1997-05-22,"Walla Walla"
"Queso Cabrales",210.000000,1998-04-22,"Paris"
"Queso Cabrales",78.750000,1998-03-12,"Tsawassen"
"Queso Cabrales",42.000000,1998-03-04,"M?xico D.F."
"Queso Cabrales",840.000000,1998-02-16,"Albuquerque"
"Queso Cabrales",504.000000,1997-02-11,"Graz"
"Queso Cabrales",315.000000,1998-01-20,"M?xico D.F."
"Queso Cabrales",630.000000,1998-02-26,"Cork"
"Queso Cabrales",210.000000,1998-05-05,"M?xico D.F."
"Queso Manchego La Pastora",760.000000,1998-03-26,"Graz"
"Queso Manchego La Pastora",968.999993,1997-05-21,"Barquisimeto"
"Queso Manchego La Pastora",1140.000000,1998-03-23,"Graz"
"Queso Manchego La Pastora",72.200000,1998-05-06,"Albuquerque"
"Queso Manchego La Pastora",3800.000000,1997-09-23,"Boise"
"Queso Manchego La Pastora",760.000000,1998-04-13,"Portland"
"Queso Manchego La Pastora",427.500000,1997-05-14,"Frankfurt a.M."
"Queso Manchego La Pastora",152.000000,1997-10-07,"Helsinki"
"Queso Manchego La Pastora",1162.799992,1997-08-15,"Graz"
"Queso Manchego La Pastora",346.560000,1996-07-26,"Oulu"
"Queso Manchego La Pastora",721.999999,1998-04-23,"Stuttgart"
"Queso Manchego La Pastora",121.600000,1998-04-24,"Campinas"
"Queso Manchego La Pastora",456.000000,1997-02-07,"Montr?al"
"Queso Manchego La Pastora",1368.000000,1997-10-27,"Brandenburg"
"Konbu",42.000000,1998-04-20,"Aachen"
"Konbu",57.600000,1996-10-09,"Brandenburg"
"Konbu",86.400000,1996-08-27,"Rio de Janeiro"
"Konbu",14.400000,1998-01-14,"Toulouse"
"Konbu",360.000000,1997-07-16,"San Crist?bal"
"Konbu",90.000000,1998-03-11,"London"
"Konbu",24.000000,1998-05-06,"Albuquerque"
"Konbu",8.640000,1997-01-21,"Resende"
"Konbu",240.000000,1998-02-24,"Rio de Janeiro"
"Konbu",86.400000,1996-12-23,"Aachen"
"Konbu",60.000000,1998-03-04,"M?xico D.F."
"Konbu",66.300000,1997-08-15,"Graz"
"Konbu",108.000000,1998-04-15,"Oulu"
"Konbu",60.000000,1997-04-16,"K?ln"
"Konbu",4.800000,1997-03-03,"London"
"Konbu",60.000000,1997-05-05,"Oulu"
"Konbu",96.000000,1996-12-16,"London"
"Konbu",159.600000,1998-02-18,"Boise"
"Konbu",48.000000,1996-08-08,"M?xico D.F."
"Konbu",336.000000,1998-04-06,"Boise"
"Konbu",120.000000,1998-03-12,"Leipzig"
"Konbu",36.000000,1998-01-16,"Lule?"
"Konbu",90.000000,1998-03-10,"Cunewalde"
"Konbu",57.000000,1998-05-05,"Barquisimeto"
"Konbu",331.499998,1998-01-27,"Graz"
"Konbu",43.200000,1997-07-29,"San Crist?bal"
"Konbu",428.399997,1998-03-27,"Boise"
"Konbu",101.999999,1997-12-26,"Brandenburg"
"Konbu",36.000000,1997-11-19,"Bern"
"Konbu",462.000000,1998-03-19,"Cunewalde"
"Konbu",48.000000,1996-12-25,"Elgin"
"Konbu",30.000000,1998-02-20,"Buenos Aires"
"Konbu",42.000000,1998-01-01,"Vancouver"
"Konbu",180.000000,1998-04-29,"Rio de Janeiro"
"Konbu",214.199998,1998-03-06,"Gen?ve"
"Konbu",480.000000,1998-04-17,"Boise"
"Konbu",24.000000,1997-11-11,"Reims"
"Konbu",60.000000,1998-01-13,"Cowes"
"Konbu",48.000000,1997-05-16,"London"
"Konbu",120.000000,1998-03-11,"Marseille"
"Tofu",488.250000,1997-08-07,"M?nchen"
"Tofu",557.999998,1997-06-02,"Boise"
"Tofu",223.200000,1997-01-09,"Buenos Aires"
"Tofu",372.000000,1997-11-07,"Lule?"
"Tofu",1627.500000,1997-04-11,"Cork"
"Tofu",186.000000,1996-10-18,"Oulu"
"Tofu",167.400000,1996-07-05,"S?o Paulo"
"Tofu",22.552500,1998-05-06,"Albuquerque"
"Tofu",651.000000,1997-01-27,"Salzburg"
"Tofu",348.750000,1998-05-06,"Marseille"
"Tofu",217.387498,1997-06-17,"Graz"
"Tofu",167.400000,1996-10-09,"Brandenburg"
"Tofu",331.312500,1997-06-26,"K?ln"
"Tofu",334.800000,1997-01-13,"Oulu"
"Tofu",62.775000,1997-09-04,"Eugene"
"Tofu",223.200000,1997-03-13,"M?xico D.F."
"Tofu",98.812499,1997-11-21,"Oulu"
"Tofu",585.900000,1996-12-25,"Boise"
"Tofu",279.000000,1996-12-06,"Elgin"
"Tofu",278.999999,1997-12-24,"Rio de Janeiro"
"Tofu",69.750000,1997-08-08,"M?xico D.F."
"Tofu",697.500000,1997-09-19,"M?nchen"
"Genen Shouyu",176.700000,1997-04-09,"Toulouse"
"Genen Shouyu",368.125000,1997-07-08,"Frankfurt a.M."
"Genen Shouyu",775.000000,1997-09-04,"Boise"
"Genen Shouyu",248.000000,1996-08-16,"Barquisimeto"
"Genen Shouyu",62.000000,1996-10-07,"Brandenburg"
"Genen Shouyu",155.000000,1997-06-25,"San Francisco"
"Pavlova",739.479999,1996-11-21,"London"
"Pavlova",52.350000,1997-09-18,"Helsinki"
"Pavlova",104.700000,1998-02-27,"Buenos Aires"
"Pavlova",872.500000,1998-01-27,"Anchorage"
"Pavlova",232.085000,1998-05-06,"K?benhavn"
"Pavlova",593.299996,1997-05-28,"Lisboa"
"Pavlova",654.375000,1997-09-24,"Anchorage"
"Pavlova",413.524997,1997-03-10,"Seattle"
"Pavlova",52.350000,1997-11-12,"Paris"
"Pavlova",52.350000,1998-05-01,"Seattle"
"Pavlova",418.800000,1998-03-02,"I. de Margarita"
"Pavlova",497.324999,1997-05-30,"K?ln"
"Pavlova",261.750000,1998-02-26,"Stavern"
"Pavlova",415.309997,1998-03-17,"I. de Margarita"
"Pavlova",244.300000,1997-05-30,"Oulu"
"Pavlova",250.200000,1997-03-28,"Salzburg"
"Pavlova",959.750000,1998-03-30,"Boise"
"Pavlova",349.000000,1997-10-27,"Brandenburg"
"Pavlova",872.500000,1997-04-23,"Cunewalde"
"Pavlova",188.460000,1997-06-18,"Lule?"
"Pavlova",349.000000,1997-10-16,"Anchorage"
"Pavlova",625.500000,1996-07-23,"Graz"
"Pavlova",198.930000,1998-02-05,"Marseille"
"Pavlova",139.000000,1996-09-20,"Portland"
"Pavlova",248.662500,1997-11-05,"Marseille"
"Pavlova",471.149999,1998-03-06,"Marseille"
"Pavlova",565.379999,1998-03-30,"Cork"
"Pavlova",33.853000,1998-05-06,"Albuquerque"
"Pavlova",578.934996,1997-02-10,"Boise"
"Pavlova",486.500000,1996-07-12,"Gen?ve"
"Pavlova",174.500000,1997-09-17,"Nantes"
"Pavlova",1134.250000,1997-12-24,"Graz"
"Pavlova",471.149999,1997-09-02,"M?nchen"
"Pavlova",472.599997,1996-08-22,"Rio de Janeiro"
"Pavlova",248.114998,1997-01-03,"Graz"
"Pavlova",248.114998,1996-10-08,"Boise"
"Pavlova",349.000000,1997-12-16,"Leipzig"
"Pavlova",444.974997,1998-05-05,"Frankfurt a.M."
"Pavlova",497.324999,1997-07-21,"Montr?al"
"Pavlova",392.625000,1998-02-09,"Rio de Janeiro"
"Pavlova",222.399999,1997-02-21,"Toulouse"
"Pavlova",417.000000,1996-09-03,"Barquisimeto"
"Pavlova",222.400000,1997-02-07,"Montr?al"
"Alice Mutton",935.999996,1997-09-30,"Salzburg"
"Alice Mutton",936.000000,1996-07-25,"Strasbourg"
"Alice Mutton",1170.000000,1997-12-29,"Madrid"
"Alice Mutton",62.400000,1997-01-15,"Elgin"
"Alice Mutton",1560.000000,1997-05-08,"Salzburg"
"Alice Mutton",468.000000,1998-04-29,"Rio de Janeiro"
"Alice Mutton",592.799999,1998-02-05,"Marseille"
"Alice Mutton",280.800000,1997-05-28,"Sevilla"
"Alice Mutton",1023.750000,1997-12-24,"Graz"
"Alice Mutton",1123.199996,1997-01-30,"Graz"
"Alice Mutton",1010.879999,1996-11-05,"Albuquerque"
"Alice Mutton",2702.699997,1998-05-01,"Boise"
"Alice Mutton",3900.000000,1997-07-22,"Boise"
"Alice Mutton",312.000000,1997-02-12,"Lule?"
"Alice Mutton",789.750000,1997-10-22,"Boise"
"Alice Mutton",249.600000,1996-10-02,"M?xico D.F."
"Alice Mutton",2074.799998,1996-10-28,"Montr?al"
"Alice Mutton",1248.000000,1996-09-10,"Charleroi"
"Alice Mutton",296.400000,1997-10-09,"Graz"
"Alice Mutton",468.000000,1996-08-30,"Albuquerque"
"Alice Mutton",780.000000,1997-10-08,"Seattle"
"Alice Mutton",234.000000,1998-01-26,"Albuquerque"
"Alice Mutton",351.000000,1996-08-13,"Frankfurt a.M."
"Alice Mutton",234.000000,1998-03-24,"Versailles"
"Alice Mutton",468.000000,1998-02-26,"Sevilla"
"Alice Mutton",1287.000000,1997-12-11,"Graz"
"Alice Mutton",624.000000,1996-10-25,"Anchorage"
"Alice Mutton",1170.000000,1997-01-30,"Tsawassen"
"Alice Mutton",234.000000,1998-03-13,"Tsawassen"
"Alice Mutton",390.000000,1998-02-27,"M?xico D.F."
"Alice Mutton",1638.000000,1998-01-30,"Seattle"
"Alice Mutton",592.799999,1997-06-10,"Albuquerque"
"Alice Mutton",877.499999,1997-05-01,"London"
"Alice Mutton",585.000000,1998-03-03,"Rio de Janeiro"
"Alice Mutton",585.000000,1998-02-16,"Nantes"
"Alice Mutton",740.999999,1997-11-03,"Reggio Emilia"
"Alice Mutton",702.000000,1997-06-19,"M?xico D.F."
"Carnarvon Tigers",450.000000,1996-12-13,"Graz"
"Carnarvon Tigers",949.999999,1996-10-29,"Marseille"
"Carnarvon Tigers",1599.999994,1996-10-17,"Montr?al"
"Carnarvon Tigers",600.000000,1996-08-29,"M?xico D.F."
"Carnarvon Tigers",1500.000000,1997-03-11,"Marseille"
"Carnarvon Tigers",562.500000,1997-10-27,"San Francisco"
"Carnarvon Tigers",625.000000,1998-04-13,"Portland"
"Carnarvon Tigers",1049.999996,1997-11-27,"Lander"
"Carnarvon Tigers",450.000000,1998-03-30,"Cork"
"Carnarvon Tigers",1749.999993,1998-04-27,"Salzburg"
"Carnarvon Tigers",1500.000000,1997-11-18,"Cunewalde"
"Carnarvon Tigers",1406.249998,1997-04-24,"Cork"
"Carnarvon Tigers",625.000000,1998-01-27,"Mannheim"
"Carnarvon Tigers",500.000000,1998-04-15,"Torino"
"Carnarvon Tigers",1875.000000,1997-12-22,"Lille"
"Carnarvon Tigers",225.000000,1997-08-25,"Resende"
"Carnarvon Tigers",1171.875000,1998-01-19,"I. de Margarita"
"Carnarvon Tigers",500.000000,1997-08-20,"Stavern"
"Carnarvon Tigers",1999.999993,1997-07-03,"Cunewalde"
"Carnarvon Tigers",3125.000000,1997-08-15,"Lille"
"Carnarvon Tigers",187.500000,1998-03-09,"Resende"
"Carnarvon Tigers",375.000000,1998-03-20,"Paris"
"Carnarvon Tigers",956.249993,1997-06-12,"Strasbourg"
"Carnarvon Tigers",1562.500000,1998-02-09,"Rio de Janeiro"
"Carnarvon Tigers",1250.000000,1998-01-30,"Seattle"
"Carnarvon Tigers",1124.999999,1996-09-13,"Anchorage"
"Carnarvon Tigers",1250.000000,1997-08-26,"Rio de Janeiro"
"Teatime Chocolate Biscuits",36.500000,1997-03-26,"S?o Paulo"
"Teatime Chocolate Biscuits",78.840000,1997-02-14,"M?nster"
"Teatime Chocolate Biscuits",69.000000,1998-05-06,"Marseille"
"Teatime Chocolate Biscuits",82.800000,1997-09-01,"Stuttgart"
"Teatime Chocolate Biscuits",110.400000,1997-10-21,"Boise"
"Teatime Chocolate Biscuits",18.400000,1998-01-14,"Stavern"
"Teatime Chocolate Biscuits",46.000000,1997-08-05,"Cowes"
"Teatime Chocolate Biscuits",64.400000,1998-03-04,"M?xico D.F."
"Teatime Chocolate Biscuits",46.000000,1997-10-20,"Torino"
"Teatime Chocolate Biscuits",124.200000,1997-08-07,"M?nchen"
"Teatime Chocolate Biscuits",386.400000,1998-05-01,"Seattle"
"Teatime Chocolate Biscuits",138.000000,1998-01-02,"I. de Margarita"
"Teatime Chocolate Biscuits",69.350000,1996-10-15,"Lander"
"Teatime Chocolate Biscuits",292.000000,1997-02-14,"Rio de Janeiro"
"Teatime Chocolate Biscuits",276.000000,1997-08-27,"Rio de Janeiro"
"Teatime Chocolate Biscuits",248.400000,1997-09-25,"Eugene"
"Teatime Chocolate Biscuits",109.500000,1996-09-06,"Rio de Janeiro"
"Teatime Chocolate Biscuits",124.830000,1997-01-14,"S?o Paulo"
"Teatime Chocolate Biscuits",437.000000,1997-12-22,"Cunewalde"
"Teatime Chocolate Biscuits",146.000000,1997-01-16,"Oulu"
"Teatime Chocolate Biscuits",24.820000,1997-01-21,"Rio de Janeiro"
"Teatime Chocolate Biscuits",322.000000,1998-04-14,"Rio de Janeiro"
"Teatime Chocolate Biscuits",437.000000,1998-04-09,"M?nchen"
